target_account,matched_customer,status
Frontier Polymers,Ronch Polymers Pvt,FLAGGED - EXISTING CUSTOMER
Knauf India Pvt Ltd,KNAUF INDIA PRIVATE LIMITED,FLAGGED - EXISTING CUSTOMER
Moserbear Solar (Revival),Linclimited,FLAGGED - EXISTING CUSTOMER
Ajeet Seeds,Ajeet Seeds,FLAGGED - EXISTING CUSTOMER
SKF India (Greases),SKF India,FLAGGED - EXISTING CUSTOMER
Satia Industries,satiagroup.com,FLAGGED - EXISTING CUSTOMER
Emami Paper,Emami Paper Mills,FLAGGED - EXISTING CUSTOMER
Del Monte India,Del Monte,FLAGGED - EXISTING CUSTOMER
APL Apollo Building Products,APL APOLLO TUBES,FLAGGED - EXISTING CUSTOMER
Mahagrapes,P,FLAGGED - EXISTING CUSTOMER
Xinyi Glass (India),Linclimited,FLAGGED - EXISTING CUSTOMER
Parksons Packaging,Ark,FLAGGED - EXISTING CUSTOMER
Longi Green (India),REE,FLAGGED - EXISTING CUSTOMER
Jinko Solar (India),Indosol Solar,FLAGGED - EXISTING CUSTOMER
Trishul Plaster,Linclimited,FLAGGED - EXISTING CUSTOMER
Reliance (Base Oils),Reliance Industries Ltd,FLAGGED - EXISTING CUSTOMER
ExxonMobil India,ExxonMobil,FLAGGED - EXISTING CUSTOMER
Bharat Petroleum (Base),Linclimited,FLAGGED - EXISTING CUSTOMER
Total Energies,TotalEnergies,FLAGGED - EXISTING CUSTOMER
Navsari Agri Univ,Avs,FLAGGED - EXISTING CUSTOMER
Zuari Seeds,RASI SEEDS,FLAGGED - EXISTING CUSTOMER
Flat Glass Industries,BA GLASS,FLAGGED - EXISTING CUSTOMER
Topland Engines (Glass),Linclimited,FLAGGED - EXISTING CUSTOMER
Triveni Glass,Linclimited,FLAGGED - EXISTING CUSTOMER
Quaker Houghton,Quaker Houghton,FLAGGED - EXISTING CUSTOMER
BuildMate (BILT),Ate India,FLAGGED - EXISTING CUSTOMER
Renacon Buildtech,Linclimited,FLAGGED - EXISTING CUSTOMER
Mangalam Timber,Man Industries Ltd,FLAGGED - EXISTING CUSTOMER
Kelvin Pipes,Vin Industries,FLAGGED - EXISTING CUSTOMER
Growel Feeds,Linclimited,FLAGGED - EXISTING CUSTOMER
Bharat Petroleum (NRL),Linclimited,FLAGGED - EXISTING CUSTOMER
Biltech Building,Biltech Building Elements Limited,FLAGGED - EXISTING CUSTOMER
Wavin India,Vin Industries,FLAGGED - EXISTING CUSTOMER
Adisseo India,Adisseo,FLAGGED - EXISTING CUSTOMER
Hyfun Foods,Fusion Foods,FLAGGED - EXISTING CUSTOMER
Asian Granito,ASI Industries Ltd.,FLAGGED - EXISTING CUSTOMER
Spices Board,SPIC Ltd,FLAGGED - EXISTING CUSTOMER
Tulasi Seeds,ASI Industries Ltd.,FLAGGED - EXISTING CUSTOMER
De Heus India,DE,FLAGGED - EXISTING CUSTOMER
BASF Seeds (Nunhems),BASF SE,FLAGGED - EXISTING CUSTOMER
Classic Stripes (Glass Bottles),Linclimited,FLAGGED - EXISTING CUSTOMER
DSM Nutritional,PDS International Pvt Ltd,FLAGGED - EXISTING CUSTOMER
Motorol India,Linclimited,FLAGGED - EXISTING CUSTOMER
Kaisha Glass,Linclimited,FLAGGED - EXISTING CUSTOMER
Econ Block,Linclimited,FLAGGED - EXISTING CUSTOMER
RAK Ceramics (India),CERA,FLAGGED - EXISTING CUSTOMER
Senvion (Defunct/Parts),ION,FLAGGED - EXISTING CUSTOMER
SGD Pharma,Gland Pharma Ltd,FLAGGED - EXISTING CUSTOMER
Armstrong World (India),Linclimited,FLAGGED - EXISTING CUSTOMER
Somany Tiles (Stone),Man Industries Ltd,FLAGGED - EXISTING CUSTOMER
Dalmia Bharat (AAC),Dalmia Cement ( Bharat ) Limited,FLAGGED - EXISTING CUSTOMER
Kisaan Pipe,P,FLAGGED - EXISTING CUSTOMER
Bharat Lubricants,Linclimited,FLAGGED - EXISTING CUSTOMER
Drools (SAI),Linclimited,FLAGGED - EXISTING CUSTOMER
Apollo Infratech,Ate India,FLAGGED - EXISTING CUSTOMER
Roquette India,ROQUETTE INDIA PRIVATE-,FLAGGED - EXISTING CUSTOMER
Asian Paints (Industrial),ASI Industries Ltd.,FLAGGED - EXISTING CUSTOMER
Takii India,AKI,FLAGGED - EXISTING CUSTOMER
Gerresheimer India,RES,FLAGGED - EXISTING CUSTOMER
Kancor Ingredients,Akay Natural Ingredients Private Limited,FLAGGED - EXISTING CUSTOMER
JSW Cement (Blocks),JSW CEMENT LIMITED,FLAGGED - EXISTING CUSTOMER
MRF (Laminates),Ate India,FLAGGED - EXISTING CUSTOMER
Gujarat Mineral Dev,Gujarat Mineral Development Corporation Ltd,FLAGGED - EXISTING CUSTOMER
Royal Pipes,Astral Pipes,FLAGGED - EXISTING CUSTOMER
Shree Cement (AAC),REE,FLAGGED - EXISTING CUSTOMER
Sakata India,Sakata India,FLAGGED - EXISTING CUSTOMER
Royal Asphalt,Halt,FLAGGED - EXISTING CUSTOMER
Nirmal Seeds,Linclimited,FLAGGED - EXISTING CUSTOMER
Gujarat Solar Glass,Linclimited,FLAGGED - EXISTING CUSTOMER
Chevron India,Chevron,FLAGGED - EXISTING CUSTOMER
Ganga Kaveri Seeds,KAVERISEEDS,FLAGGED - EXISTING CUSTOMER
Simplot India,Simpolo,FLAGGED - EXISTING CUSTOMER
Gypsona,P,FLAGGED - EXISTING CUSTOMER
VNR Seeds,VNR Seed,FLAGGED - EXISTING CUSTOMER
Adarsh Kanch (Firozabad),RS,FLAGGED - EXISTING CUSTOMER
Sunrise Glass,Linclimited,FLAGGED - EXISTING CUSTOMER
Jain Tube Glass,UBE,FLAGGED - EXISTING CUSTOMER
Hindustan Petroleum LNG,Linclimited,FLAGGED - EXISTING CUSTOMER
Grasim (Pipes),ASI Industries Ltd.,FLAGGED - EXISTING CUSTOMER
Limagrain (Vilmorin),Linclimited,FLAGGED - EXISTING CUSTOMER
JK Agri Genetics,JK AGRI GENETICS LIMITED  -  HYDERABAD,FLAGGED - EXISTING CUSTOMER
TRL Krosaki,AKI,FLAGGED - EXISTING CUSTOMER
Parryware (Roca),Roca India,FLAGGED - EXISTING CUSTOMER
Nipro Pharma Pack,pharma&,FLAGGED - EXISTING CUSTOMER
Lavazza India,Linclimited,FLAGGED - EXISTING CUSTOMER
Bormioli (India),Linclimited,FLAGGED - EXISTING CUSTOMER
National Fittings,"TTI,",FLAGGED - EXISTING CUSTOMER
Websol Energy,Linclimited,FLAGGED - EXISTING CUSTOMER
Verka (Punjab Dairy),P,FLAGGED - EXISTING CUSTOMER
Duraline (Atkore),Linclimited,FLAGGED - EXISTING CUSTOMER
Aparna Enterprises,Parth Enterprises,FLAGGED - EXISTING CUSTOMER
Bioseeds (DCM Shriram),DCM SHRIRAM LIMITED - KOTA,FLAGGED - EXISTING CUSTOMER
Stanley Lifestyles,Stanley Lifestyle,FLAGGED - EXISTING CUSTOMER
Bhandari Marble,Linclimited,FLAGGED - EXISTING CUSTOMER
Nestle (Purina),Linclimited,FLAGGED - EXISTING CUSTOMER
Anil Marble,ANVIL CABLES PRIVATE LIMITED,FLAGGED - EXISTING CUSTOMER
Jain Irrigation (Stone),Jain Irrigation Systems Ltd,FLAGGED - EXISTING CUSTOMER
Royal Canin (Mars),Linclimited,FLAGGED - EXISTING CUSTOMER
Aker Solutions India,Nexeo Solutions,FLAGGED - EXISTING CUSTOMER
Balrampur Chini Mills,Linclimited,FLAGGED - EXISTING CUSTOMER
West Coast Paper,West Coast Optilinks,FLAGGED - EXISTING CUSTOMER
Indonesian Coal (Adaro),Linclimited,FLAGGED - EXISTING CUSTOMER
OCL India,GOCL Corp Ltd,FLAGGED - EXISTING CUSTOMER
Kay Bee Exports,XP India,FLAGGED - EXISTING CUSTOMER
Horticorp Kerala,Linclimited,FLAGGED - EXISTING CUSTOMER
Star Cement Ltd,KJS Cement,FLAGGED - EXISTING CUSTOMER
TrisHindustan Unilever Plaster,Linclimited,FLAGGED - EXISTING CUSTOMER
Ori-Plast,Linclimited,FLAGGED - EXISTING CUSTOMER
Fenix India,Eni,FLAGGED - EXISTING CUSTOMER
Dalmia Bharat Sugar,Dalmia Cement ( Bharat ) Limited,FLAGGED - EXISTING CUSTOMER
Avadh Sugar & Energy,sugarindia,FLAGGED - EXISTING CUSTOMER
HP Lubricants (OEM),Fuchs Lubricants Co.,FLAGGED - EXISTING CUSTOMER
DCM Shriram Sugar,DCM SHRIRAM LIMITED - KOTA,FLAGGED - EXISTING CUSTOMER
Dwarikesh Sugar,sugarindia,FLAGGED - EXISTING CUSTOMER
Bru (HUL),Linclimited,FLAGGED - EXISTING CUSTOMER
Prism Cement (AAC),P,FLAGGED - EXISTING CUSTOMER
National Oilwell Varco,ARC,FLAGGED - EXISTING CUSTOMER
Gharda Glass,Linclimited,FLAGGED - EXISTING CUSTOMER
Uttam Sugar Mills,uttamsugar.in,FLAGGED - EXISTING CUSTOMER
East-West Seed,East West Roadlines,FLAGGED - EXISTING CUSTOMER
Navkar Pipes,P,FLAGGED - EXISTING CUSTOMER
Wonder Cement (AAC),DE,FLAGGED - EXISTING CUSTOMER
Haldyn Glass,Linclimited,FLAGGED - EXISTING CUSTOMER
Bituplast,UPL,FLAGGED - EXISTING CUSTOMER
Polysil Pipes,APOLLO PIPES,FLAGGED - EXISTING CUSTOMER
Aashirwad Pipes,P,FLAGGED - EXISTING CUSTOMER
Waudhani Polymers,Shakun Polymers Ltd.,FLAGGED - EXISTING CUSTOMER
Nippon Sheet Glass (Pilkington),Linclimited,FLAGGED - EXISTING CUSTOMER
Rex Polyextrusion,Alom Poly Extrusions,FLAGGED - EXISTING CUSTOMER
Panama Petrochem,panama petrochem,FLAGGED - EXISTING CUSTOMER
Oerlikon (Gypsum),Oerlikon,FLAGGED - EXISTING CUSTOMER
Nutreco (Skretting),"TTI,",FLAGGED - EXISTING CUSTOMER
NEG India,NextG,FLAGGED - EXISTING CUSTOMER
Kajaria Plywood (Bricks),Kajaria PLY,FLAGGED - EXISTING CUSTOMER
Megaflow Pipes,EGA,FLAGGED - EXISTING CUSTOMER
Oxbow Carbon,India Carbon Limited,FLAGGED - EXISTING CUSTOMER
Loom Solar,Linclimited,FLAGGED - EXISTING CUSTOMER
Big Basket (Agri),GRI,FLAGGED - EXISTING CUSTOMER
Lodha (Macrotech),Linclimited,FLAGGED - EXISTING CUSTOMER
Century Pulp & Paper,KR Pulp & Papers limited,FLAGGED - EXISTING CUSTOMER
Krishnapatnam Port,P,FLAGGED - EXISTING CUSTOMER
Oberoi Hotels,Linclimited,FLAGGED - EXISTING CUSTOMER
Lodha (Stone),Linclimited,FLAGGED - EXISTING CUSTOMER
Finolex Pipes,Linclimited,FLAGGED - EXISTING CUSTOMER
Prabhu Gypsum,P,FLAGGED - EXISTING CUSTOMER
L&T Realty,H T L LTD - GUINDY,FLAGGED - EXISTING CUSTOMER
SECL,SCPL,FLAGGED - EXISTING CUSTOMER
Key Sources,SOURCE,FLAGGED - EXISTING CUSTOMER
Trident Limited (Paper),TRIDENT YARN,FLAGGED - EXISTING CUSTOMER
Khanna Paper Mills,Emami Paper Mills,FLAGGED - EXISTING CUSTOMER
Farmina (India),Farm,FLAGGED - EXISTING CUSTOMER
Max Speciality Films,Linclimited,FLAGGED - EXISTING CUSTOMER
GNFC (Phosphogypsum),P,FLAGGED - EXISTING CUSTOMER
Heads Up For Tails,Heads Up For Tails,FLAGGED - EXISTING CUSTOMER
Birla Corp (Buyer),Linclimited,FLAGGED - EXISTING CUSTOMER
ITC PSPD,ITC Limited,FLAGGED - EXISTING CUSTOMER
BGPPL (Bilt Graphic),Linclimited,FLAGGED - EXISTING CUSTOMER
Godrej Real Estate,Ate India,FLAGGED - EXISTING CUSTOMER
JK Paper,JK PAPER LIMITED,FLAGGED - EXISTING CUSTOMER
Asahi India Glass (AIS),Asahi India Glass Limited - End to End TMS,FLAGGED - EXISTING CUSTOMER
Uflex,Duroflex,FLAGGED - EXISTING CUSTOMER
NTPC (FGD Gypsum),NTPC LIMITED,FLAGGED - EXISTING CUSTOMER
Coeclerici (India),Linclimited,FLAGGED - EXISTING CUSTOMER
Astral Pipes,Vishal Pipes,FLAGGED - EXISTING CUSTOMER
Tata Power (FGD),Tata Power - DDL,FLAGGED - EXISTING CUSTOMER
Vitro (Planned),Linclimited,FLAGGED - EXISTING CUSTOMER
Tata Motors (Lubes),UBE,FLAGGED - EXISTING CUSTOMER
Lodha (Buyer),Linclimited,FLAGGED - EXISTING CUSTOMER
Servo (IOCL Brand),Linclimited,FLAGGED - EXISTING CUSTOMER
Star Paper Mills,Sapphire Paper Mill Pvt,FLAGGED - EXISTING CUSTOMER
Flipkart,Flipkart India Pvt Ltd,FLAGGED - EXISTING CUSTOMER
Petsworld (D2C),Linclimited,FLAGGED - EXISTING CUSTOMER
Cargill India (Coal),Linclimited,FLAGGED - EXISTING CUSTOMER
Oriental Bitumen,Linclimited,FLAGGED - EXISTING CUSTOMER
Georgia Pacific,P,FLAGGED - EXISTING CUSTOMER
HNG Float Glass,Linclimited,FLAGGED - EXISTING CUSTOMER
Home Centre (Lifestyle),Linclimited,FLAGGED - EXISTING CUSTOMER
Signode India,Signode Industrial Group,FLAGGED - EXISTING CUSTOMER
IFFCO (Phosphogypsum),P,FLAGGED - EXISTING CUSTOMER
Parry Sugars (Puducherry unit),sugarindia,FLAGGED - EXISTING CUSTOMER
MCL,McLane Sunwest,FLAGGED - EXISTING CUSTOMER
Shubham Gypsum,P,FLAGGED - EXISTING CUSTOMER
MAK (BPCL Brand),Linclimited,FLAGGED - EXISTING CUSTOMER
DLF Ltd,DLF BRANDS PRIVATE LIMITED,FLAGGED - EXISTING CUSTOMER
Mundra/Kandla Port,Linclimited,FLAGGED - EXISTING CUSTOMER
Mahadik Sugar (Radhanagri),sugarindia,FLAGGED - EXISTING CUSTOMER
Malaprabha SSK,Linclimited,FLAGGED - EXISTING CUSTOMER
Sagar Cement (Buyer),Sagar Cements,FLAGGED - EXISTING CUSTOMER
Thiru Arooran Sugars,sugarindia,FLAGGED - EXISTING CUSTOMER
Coromandel (PG),Coromandel Group,FLAGGED - EXISTING CUSTOMER
Bannari Amman Sugars,Man Industries Ltd,FLAGGED - EXISTING CUSTOMER
Orient Paper (CK Birla),CK Birla Group,FLAGGED - EXISTING CUSTOMER
Ghataprabha SSK,P,FLAGGED - EXISTING CUSTOMER
Amcor India,Ramco Industries,FLAGGED - EXISTING CUSTOMER
Sobha Ltd,SOBHA Limited,FLAGGED - EXISTING CUSTOMER
Lodha Group,OMA Group,FLAGGED - EXISTING CUSTOMER
Hindustan Gypsum,P,FLAGGED - EXISTING CUSTOMER
NCL,Nacl,FLAGGED - EXISTING CUSTOMER
Calumet India,Linclimited,FLAGGED - EXISTING CUSTOMER
Cambria India,MBR,FLAGGED - EXISTING CUSTOMER
WCL,Linclimited,FLAGGED - EXISTING CUSTOMER
Ramco Cement (Buyer),Ramco Industries,FLAGGED - EXISTING CUSTOMER
Rs 500 Cr from Sugar/Ethanol,sugarindia,FLAGGED - EXISTING CUSTOMER
Accounts,ACC Limited,FLAGGED - EXISTING CUSTOMER
SM Shankarrao Mohite Patil SSK,Linclimited,FLAGGED - EXISTING CUSTOMER
Zuari Cement,Brij Cement Pvt. Ltd,FLAGGED - EXISTING CUSTOMER
Sri Chamundeswari Sugars,sugarindia,FLAGGED - EXISTING CUSTOMER
Dalmia Bharat Cement,Dalmia Cement,FLAGGED - EXISTING CUSTOMER
Ambuja Cements,Malabar Cements Ltd,FLAGGED - EXISTING CUSTOMER
HeidelbergCement India,Linclimited,FLAGGED - EXISTING CUSTOMER
Shree Ajit Pulp & Paper,REE,FLAGGED - EXISTING CUSTOMER
JK Lakshmi Cement,JK Cement,FLAGGED - EXISTING CUSTOMER
ACC/Ambuja (Buyer),ACC Limited,FLAGGED - EXISTING CUSTOMER
EID Parry (Murugappa),Gap,FLAGGED - EXISTING CUSTOMER
ITC Hotels,ITC Limited,FLAGGED - EXISTING CUSTOMER
Adani Power (FGD),India Power,FLAGGED - EXISTING CUSTOMER
Godrej Properties,P,FLAGGED - EXISTING CUSTOMER
Nynas India,Nynas,FLAGGED - EXISTING CUSTOMER
Nirani Sugars (MRN Group),sugarindia,FLAGGED - EXISTING CUSTOMER
Mahindra Lifespaces,Linclimited,FLAGGED - EXISTING CUSTOMER
Shahu Kagal SSK,Linclimited,FLAGGED - EXISTING CUSTOMER
DLF (Stone),Alstone,FLAGGED - EXISTING CUSTOMER
Chennai Port,P,FLAGGED - EXISTING CUSTOMER
Brigade Enterprises,Ken Enterprises,FLAGGED - EXISTING CUSTOMER
Deccan Cements,Eco Cement Ltd,FLAGGED - EXISTING CUSTOMER
Oberoi Realty,Linclimited,FLAGGED - EXISTING CUSTOMER
Embassy Group,Midas Group,FLAGGED - EXISTING CUSTOMER
Orient Cement,Brij Cement Pvt. Ltd,FLAGGED - EXISTING CUSTOMER
JK Cement,KJS Cement,FLAGGED - EXISTING CUSTOMER
Ramco Cements,Ramco Industries,FLAGGED - EXISTING CUSTOMER
All major players,Linclimited,FLAGGED - EXISTING CUSTOMER
All players,Linclimited,FLAGGED - EXISTING CUSTOMER
Birla Corporation,Raj Corporation Limited,FLAGGED - EXISTING CUSTOMER
Wonder Cement,DE,FLAGGED - EXISTING CUSTOMER
Gurudatta Sugars,sugarindia,FLAGGED - EXISTING CUSTOMER
H&R Johnson (Prism Johnson),Johnson & Johnson,FLAGGED - EXISTING CUSTOMER
Vishwaraj Sugar,sugarindia,FLAGGED - EXISTING CUSTOMER
Hills Pet Nutrition,Montego Pet Nutrition,FLAGGED - EXISTING CUSTOMER
Oji India Packaging,Corys Packaging,FLAGGED - EXISTING CUSTOMER
Maruti Genuine (MGP),P,FLAGGED - EXISTING CUSTOMER
Volume (MT),Linclimited,FLAGGED - EXISTING CUSTOMER
Cosmo Films (Cosmo First),Cosmo Films Ltd.,FLAGGED - EXISTING CUSTOMER
Aminco Resources,Exxaro Resources,FLAGGED - EXISTING CUSTOMER
Radhesham Wellpack (JK Paper),Linclimited,FLAGGED - EXISTING CUSTOMER
Horizon Packs (JK Paper),Horizon Packs Pvt Ltd - Reverse Auction & SIM Tracking,FLAGGED - EXISTING CUSTOMER
Yash Pakka (Pakka Ltd),P,FLAGGED - EXISTING CUSTOMER
KCP Sugar,sugarindia,FLAGGED - EXISTING CUSTOMER
Pudumjee Paper,P,FLAGGED - EXISTING CUSTOMER
Taj Hotels (IHCL),Linclimited,FLAGGED - EXISTING CUSTOMER
Dalmia Cement (Buyer),Dalmia Cement,FLAGGED - EXISTING CUSTOMER
TNPL,Itpl,FLAGGED - EXISTING CUSTOMER
Constantia Flexibles,Linclimited,FLAGGED - EXISTING CUSTOMER
Andhra Paper,Andhra Paper,FLAGGED - EXISTING CUSTOMER
SML Films,Cosmo Films Ltd.,FLAGGED - EXISTING CUSTOMER
Flex Films (Uflex),Flex Film,FLAGGED - EXISTING CUSTOMER
Ruchira Papers,P,FLAGGED - EXISTING CUSTOMER
Shree Renuka Sugars,sugarindia,FLAGGED - EXISTING CUSTOMER
# Accounts,ACC Limited,FLAGGED - EXISTING CUSTOMER
Jaquar,Jaguar,FLAGGED - EXISTING CUSTOMER
Imports,Vivin Imports Pty,FLAGGED - EXISTING CUSTOMER
ECL,Secil,FLAGGED - EXISTING CUSTOMER
Dr. Patangrao Kadam Sonhira SSK,P,FLAGGED - EXISTING CUSTOMER
Krantiagrani Dr. GD Bapu Lad SSK,Linclimited,FLAGGED - EXISTING CUSTOMER
Rajarambapu Patil SSK,Linclimited,FLAGGED - EXISTING CUSTOMER
Vasantdada Sugar (Pravara),sugarindia,FLAGGED - EXISTING CUSTOMER
Ugar Sugar Works,Ugar Sugar Works Ltd.,FLAGGED - EXISTING CUSTOMER
Ponni Sugars,sugarindia,FLAGGED - EXISTING CUSTOMER
TATA Motors (Lubes),UBE,FLAGGED - EXISTING CUSTOMER
